age,gender,residence,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,location,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,TARGET_PREDICTION_PERCENT
20,M,D,0.0,1.0,8.0,1,1,3,5,U,1,1,1,1,1,0,4,4,79,70.0,77.0,76.0
19,F,D,0.0,1.0,5.0,1,0,3,4,R,1,1,1,1,4,1,4,3,85,86.0,79.0,94.0
19,F,D,0.0,1.0,2.0,1,1,3,3,U,3,5,1,1,1,0,4,3,92,90.0,89.0,90.0
20,F,H,1.0,0.0,3.0,1,1,4,2,R,1,4,0,0,0,1,4,5,95,87.0,88.0,90.0
23,F,D,0.0,1.0,4.0,1,1,5,5,U,2,4,0,1,0,1,6,3,41,94.0,80.0,84.0
23,M,H,1.0,1.0,5.0,0,1,3,4,R,3,3,0,0,1,0,4,5,61,80.0,64.0,68.0
8,F,D,0.0,0.0,1.0,0,1,5,3,U,3,0,1,1,0,1,12,4,74,79.0,84.0,79.0
18,F,D,1.0,1.0,6.0,0,1,3,5,U,5,4,1,1,0,0,4,5,87,87.0,84.0,86.0
21,F,D,0.0,1.0,2.0,0,1,4,2,U,2,2,1,0,0,0,3,3,65,75.0,74.0,87.0
20,M,D,1.0,0.0,4.0,0,1,2,4,U,3,5,1,1,4,0,6,5,71,65.0,65.0,71.0
19,F,H,1.0,1.0,3.0,0,1,3,3,U,5,4,1,0,1,0,6,5,90,88.0,72.0,83.0
19,M,D,0.0,1.0,5.0,0,1,4,5,U,5,4,1,0,0,0,4,5,78,75.0,74.0,76.0
19,M,H,0.0,1.0,3.0,1,1,2,5,R,3,1,0,0,1,0,4,5,76,80.0,87.0,75.0
27,F,D,0.0,1.0,7.0,0,1,4,5,R,2,3,1,1,2,0,3,3,57,59.0,59.0,62.0
17,F,D,0.0,0.0,2.0,1,0,2,4,R,3,1,1,0,0,0,4,4,62.4,55.0,60.0,65.0
8,M,D,0.0,1.0,8.0,0,1,1,4,U,4,0,1,0,0,1,9,1,83,87.0,69.0,79.0
18,M,H,0.0,1.0,6.0,0,1,2,5,R,1,1,0,0,1,0,4,5,80,79.0,78.0,84.0
15,M,H,1.0,1.0,2.0,0,0,3,3,U,4,3,1,1,1,0,4,5,73,71.2,72.0,83.0
20,M,D,0.0,1.0,4.0,0,0,4,3,R,4,3,0,1,1,0,4,3,91,91.0,82.0,87.0
19,M,D,0.0,1.0,2.0,0,1,2,3,U,3,2,1,0,0,0,3,4,70,86.0,77.0,86.0
19,M,H,0.0,1.0,2.0,0,1,3,4,U,4,4,1,0,1,0,4,5,97,96.0,87.0,93.0
21,F,D,0.0,1.0,5.0,0,1,5,2,U,3,5,1,0,2,1,3,3,86,75.0,92.0,78.0
M,16,D,0.0,1.0,2.0,0,1,4,5,R,2,2,1,1,3,1,5,5,88,90.0,67.0,79.0
26,M,H,0.0,1.0,14.0,1,0,5,5,U,2,1,1,0,1,0,3,3,70,87.0,64.0,74.0
19,M,D,1.0,0.0,5.0,0,1,5,2,R,4,3,1,1,0,0,2,2,65.03,63.37,63.31,67.97
21,F,D,0.0,1.0,3.0,0,0,4,5,U,2,2,1,0,0,0,4,5,75,75.0,75.0,70.0
21,M,H,0.0,0.0,4.0,0,0,5,4,R,1,4,0,0,1,0,5,4,88,82.0,89.0,96.0
18,M,D,1.0,1.0,7.0,1,1,4,4,U,1,0,0,0,3,1,5,5,46,30.0,32.0,36.0
20,F,D,1.0,1.0,2.0,1,0,4,4,R,4,4,1,0,0,0,4,5,76,78.0,88.0,85.0
24,F,D,0.0,1.0,4.0,0,0,2,3,R,5,4,1,1,0,0,7,5,52,69.0,71.0,73.0
21,M,D,0.0,0.0,4.0,1,1,4,4,R,4,4,1,0,1,1,4,4,86,89.0,80.0,89.0
17,F,D,1.0,1.0,7.0,1,1,2,4,R,4,4,0,0,1,1,5,2,76,69.0,72.0,74.0
21,F,D,1.0,1.0,5.0,1,1,2,5,U,4,4,0,0,1,1,6,4,86,65.0,98.0,85.0
19,F,H,0.0,1.0,4.0,1,0,3,3,R,1,1,1,1,2,0,4,3,68,71.0,75.0,93.0
18,F,H,0.0,1.0,3.0,0,1,5,5,U,5,5,1,0,1,1,3,5,96,98.0,82.0,92.0
22,F,D,0.0,1.0,8.0,0,1,2,4,U,4,4,0,0,0,0,5,2,75,80.0,82.0,70.0
33,M,H,1.0,1.0,2.0,0,0,5,4,U,3,0,1,1,1,1,14,4,86,72.0,70.0,76.0
18,M,D,0.0,0.0,4.0,1,0,3,5,R,4,1,0,1,2,1,3,1,54.04,54.94,51.52,56.87
18,F,D,1.0,1.0,1.0,0,1,3,5,U,4,4,1,1,3,1,3,4,62,79.0,80.0,73.0
29,M,D,0.0,0.0,4.0,0,1,1,5,R,3,1,0,1,1,0,8,4,69,88.0,68.0,75.0
19,F,D,0.0,1.0,6.0,0,1,3,5,U,5,4,1,1,0,0,5,5,90,90.0,91.0,89.0
22,M,H,1.0,1.0,1.0,2,0,3,4,U,5,5,1,1,0,1,5,3,95,96.0,94.0,92.0
21,F,H,1.0,1.0,5.0,1,1,4,5,R,2,1,1,0,1,0,3,3,78,80.0,71.0,97.0
19,F,H,0.0,1.0,1.0,0,1,3,4,U,5,5,1,1,1,0,5,3,88,80.0,94.0,65.0
20,F,H,0.0,1.0,3.0,0,1,1,2,U,2,3,0,0,1,0,2,2,92,90.0,57.0,81.0
24,M,H,1.0,1.0,7.0,1,1,5,4,R,2,1,1,0,4,0,5,5,63,66.0,52.0,60.0
18,F,D,0.0,1.0,4.0,1,1,5,3,U,1,3,1,0,4,1,6,5,65.93,61.25,60.74,64.6
22,M,D,1.0,1.0,12.0,1,1,5,5,U,4,3,1,1,1,0,4,1,49,37.0,49.0,45.0
19,M,H,0.0,1.0,6.0,1,1,4,4,U,5,3,1,0,1,0,4,5,63,79.0,78.0,88.0
21,F,D,3.0,0.0,2.0,2,2,5,4,U,4,2,1,0,0,0,4,4,95,84.0,94.0,90.0
21,M,D,0.0,1.0,3.0,0,0,3,4,U,1,1,1,0,1,0,4,5,75.6,76.0,75.0,75.6
20,M,D,0.0,0.0,4.0,0,0,3,3,U,3,3,1,1,1,0,4,3,92,88.0,80.0,87.0
24,M,D,0.0,1.0,6.0,1,0,5,4,R,2,2,1,1,1,0,3,4,85,91.0,82.0,99.0
21,F,H,0.0,1.0,3.0,1,1,3,5,R,5,4,1,1,0,1,2,5,42,69.0,73.0,53.0
20,M,H,0.0,1.0,2.0,0,0,3,5,U,4,2,1,0,1,0,4,5,81,76.0,22.0,65.0
22,M,H,0.0,1.0,5.0,0,1,5,5,U,5,5,1,0,3,1,6,4,87,90.0,78.0,83.0
21,M,H,1.0,1.0,7.0,1,0,5,5,R,5,3,1,1,3,1,3,4,80,82.0,79.0,95.0
22,F,D,1.0,1.0,5.0,1,0,3,3,R,1,1,1,1,1,1,5,3,75,77.0,71.0,96.0
21,M,D,0.0,0.0,4.0,1,1,3,4,R,3,3,1,1,1,1,3,4,88,91.0,78.0,92.0
28,F,H,1.0,0.0,7.0,0,1,1,5,U,2,2,0,0,2,1,5,5,58,65.0,68.0,77.0
21,M,H,1.0,1.0,4.0,1,1,2,4,R,5,3,1,0,1,1,4,5,90,90.0,80.0,87.0
24,F,H,1.0,1.0,5.0,1,1,3,5,R,5,2,1,1,0,0,6,5,73,53.0,60.0,49.0
25,M,D,0.0,0.0,4.0,0,1,2,5,R,4,3,1,0,0,0,5,1,69,74.0,71.0,68.0
22,F,D,1.0,1.0,6.0,0,0,3,3,U,4,4,1,1,2,0,4,4,90,92.0,91.0,92.0
21,F,D,0.0,1.0,1.0,0,0,4,4,U,5,5,1,0,0,0,4,4,63,55.0,54.0,70.0
20,F,H,0.0,0.0,4.0,1,0,1,5,U,5,3,1,0,1,0,5,5,71.55,71.11,71.74,73.86
26,M,H,1.0,0.0,9.0,0,1,5,3,R,1,2,1,1,3,0,5,4,60,68.0,72.0,70.0
22,M,D,0.0,1.0,3.0,0,1,3,2,U,3,3,1,0,2,1,5,3,68,86.0,98.0,71.0
17,M,D,0.0,1.0,1.0,0,0,4,5,U,1,2,1,0,2,1,4,5,70,88.0,92.0,85.0
18,M,H,1.0,1.0,4.0,0,1,3,5,U,4,4,1,1,0,0,3,5,98,97.0,96.0,94.0
F,15,D,0.0,1.0,2.0,0,1,5,3,U,4,4,1,0,4,0,6,4,34,45.0,33.0,40.0
20,M,H,1.0,1.0,3.0,1,1,2,5,U,3,3,1,1,1,0,4,5,66,72.0,57.0,93.0
20,F,D,0.0,1.0,3.0,0,1,5,4,R,1,1,0,1,2,1,5,2,86,45.0,95.0,97.0
22,M,D,0.0,1.0,2.0,1,0,3,4,U,2,1,1,0,1,0,4,5,94,92.0,94.0,93.0
20,M,H,0.0,1.0,3.0,1,0,3,5,U,1,1,1,0,4,1,3,4,65,96.0,84.0,70.0
22,M,H,1.0,1.0,4.0,0,1,4,2,U,4,4,1,0,0,1,4,2,87,90.0,83.0,89.0
23,M,H,1.0,1.0,6.0,1,1,2,5,R,3,1,1,0,0,0,5,5,71,64.0,84.0,53.0
20,F,D,0.0,1.0,2.0,0,0,4,3,U,4,4,1,1,1,0,4,5,93,87.0,85.0,86.0
22,F,D,0.0,1.0,1.0,1,1,4,4,U,5,5,1,1,0,1,4,4,75,74.0,73.0,75.0
21,M,H,1.0,1.0,4.0,1,0,4,5,R,5,2,1,0,4,1,3,4,51,63.0,79.0,72.0
19,M,H,0.0,1.0,5.0,0,1,5,3,U,2,3,1,0,0,1,6,3,69,67.0,66.0,95.0
16,F,D,1.0,1.0,6.0,0,1,5,1,U,5,2,0,0,0,1,5,5,89.8,94.8,79.8,90.0
19,F,D,0.0,1.0,1.0,0,0,3,3,U,4,4,1,1,1,0,5,3,89,90.0,93.0,90.0
19,M,D,0.0,1.0,8.0,0,1,4,5,U,5,4,1,0,0,0,3,5,95,93.0,90.0,94.0
20,M,D,1.0,0.0,2.0,1,0,5,4,R,5,5,0,0,1,0,5,5,85,23.0,52.0,90.0
21,F,D,1.0,0.0,6.0,0,1,3,3,U,5,2,1,1,1,0,3,1,34,37.0,37.0,36.0
20,F,H,1.0,0.0,4.0,1,3,4,4,U,5,4,1,1,0,0,5,4,90,91.0,89.0,89.0
20,M,D,1.0,1.0,5.0,0,1,2,5,U,3,3,0,0,0,0,5,4,68,58.0,68.0,66.0
F,16,D,1.0,0.0,2.0,0,1,5,4,U,4,4,1,1,3,1,4,2,88,78.0,70.0,77.0
18,F,D,2.0,1.0,2.0,1,3,3,5,R,5,3,0,1,2,0,4,4,79,83.0,91.0,90.0
15,F,H,0.0,1.0,4.0,0,0,5,3,R,3,1,1,1,2,0,3,4,89,88.0,96.0,65.0
20,F,H,1.0,1.0,2.0,1,1,5,5,U,5,5,1,0,0,1,4,5,87,90.0,76.0,89.0
23,F,H,0.0,1.0,2.0,0,1,3,5,R,2,4,1,1,0,1,8,3,95,54.0,84.0,81.0
20,F,D,0.0,1.0,6.0,1,1,4,4,U,5,5,1,1,1,0,4,4,76,78.0,72.0,75.0
20,F,D,0.0,1.0,5.0,0,0,4,2,R,0,3,0,1,0,1,6,2,85.9,90.63,89.33,92.98
22,F,D,0.0,1.0,4.0,1,1,5,3,R,2,1,1,0,2,1,4,4,85,91.0,79.0,90.0
22,F,D,3.0,0.0,6.0,1,3,3,4,U,3,2,1,1,0,2,4,5,75,81.0,100.0,87.0
23,M,H,1.0,1.0,4.0,0,1,5,3,U,2,3,0,1,0,0,7,5,58,59.0,71.0,59.0
21,M,D,0.0,0.0,1.0,0,1,4,5,U,5,5,1,0,0,0,4,5,72,70.0,65.0,73.0
20,F,D,0.0,1.0,4.0,0,0,3,4,U,2,2,1,1,1,0,4,5,75,96.0,100.0,90.0
21,M,D,1.0,1.0,3.0,1,0,5,4,U,4,5,1,0,0,1,3,4,76,69.0,70.9,75.0
16,M,D,0.0,0.0,1.0,0,1,4,5,U,1,2,1,0,5,1,3,4,62,89.0,81.0,73.0
M,15,D,1.0,1.0,2.0,0,1,4,5,U,4,3,1,0,3,0,4,4,60,69.0,73.0,70.0
23,M,D,1.0,1.0,1.0,1,0,5,5,U,5,4,1,0,0,0,5,4,53,68.0,73.0,53.0
21,F,H,0.0,1.0,2.0,1,1,3,4,R,2,2,1,1,1,0,5,5,78,75.0,87.0,80.0
21,M,H,1.0,1.0,7.0,1,0,5,4,R,2,1,1,0,2,0,3,3,75,82.0,71.0,92.0
21,M,H,0.0,0.0,5.0,0,0,3,4,U,1,0,0,1,1,0,2,4,75.22,76.58,73.83,76.16
19,M,D,0.0,1.0,2.0,0,1,2,3,U,3,2,1,0,0,0,3,4,70,89.0,54.0,85.0
24,M,H,0.0,1.0,2.0,1,1,2,4,R,3,2,1,1,4,1,4,1,63,51.0,47.0,54.0
20,M,H,1.0,1.0,3.0,0,0,3,3,U,4,4,1,0,1,0,4,4,86,93.0,89.0,89.0
20,M,H,1.0,1.0,3.0,1,1,1,5,R,2,2,0,0,1,0,4,5,77,86.0,80.0,86.0
20,F,H,1.0,1.0,3.0,0,0,5,3,U,5,4,1,0,0,1,5,3,87,90.0,81.0,87.0
21,F,D,0.0,1.0,2.0,0,0,1,4,R,1,0,1,0,1,0,5,1,83.06,79.45,82.91,85.16
15,F,D,1.0,1.0,2.0,1,0,1,3,U,1,1,0,1,2,1,3,4,70.36,74.38,78.95,78.77
M,15,D,1.0,1.0,2.0,0,1,4,5,R,1,2,1,1,0,0,4,4,67,69.0,61.0,62.0
19,M,D,0.0,1.0,2.0,1,1,3,5,U,3,4,1,0,1,0,4,5,68,67.0,75.0,76.0
11,F,H,0.0,1.0,7.0,0,0,5,2,U,4,2,0,0,0,1,15,1,66,66.0,89.0,76.0
27,M,D,1.0,0.0,6.0,1,1,3,5,R,3,1,1,0,4,1,5,3,53,58.0,83.0,79.0
20,M,H,1.0,1.0,2.0,1,1,3,2,R,5,3,0,0,1,0,3,5,73,76.0,88.0,80.0
15,F,D,0.0,1.0,2.0,1,1,5,5,U,4,3,1,1,1,1,3,5,50,97.0,63.0,50.0
20,M,D,0.0,1.0,1.0,0,0,3,5,R,4,5,0,0,0,0,6,4,87,78.0,54.0,96.0
21,F,D,1.0,1.0,3.0,1,0,3,3,U,3,2,1,1,1,1,3,4,84,89.0,76.0,92.0
19,F,H,1.0,1.0,5.0,1,1,5,4,R,5,3,1,1,4,1,4,4,80,85.0,75.0,99.0
19,M,H,2.0,1.0,5.0,1,0,4,4,R,2,4,1,1,0,2,5,5,83,89.0,95.0,92.0
21,F,D,0.0,1.0,2.0,1,1,4,4,U,5,5,1,0,0,0,4,5,89.3,91.2,91.2,87.5
20,M,H,0.0,1.0,4.0,0,0,2,3,R,2,2,1,1,1,0,4,2,87,91.0,82.0,86.0
14,F,D,1.0,1.0,5.0,1,0,5,2,U,2,3,1,0,0,0,12,2,84,73.0,72.0,76.0
20,F,H,0.0,1.0,1.0,0,0,3,4,U,4,4,1,0,1,1,4,5,96,95.0,96.0,96.0
20,F,D,1.0,0.0,5.0,0,1,1,2,U,3,5,1,0,2,1,2,3,88,76.0,91.0,90.0
21,M,D,0.0,1.0,6.0,0,0,3,4,U,3,3,0,0,1,0,4,4,75,76.0,34.0,79.0
21,F,D,0.0,0.0,3.0,1,1,3,2,R,4,4,0,0,1,1,5,3,82.74,85.16,85.75,85.01
21,M,D,1.0,1.0,7.0,0,1,3,5,U,4,3,1,1,1,0,4,5,60,70.0,78.0,91.0
18,M,H,2.0,1.0,3.0,2,3,3,3,U,5,2,1,0,0,0,4,5,78,96.0,90.0,92.0
21,F,D,0.0,1.0,1.0,0,0,4,4,U,4,4,1,0,1,0,4,4,63,55.0,54.0,70.0
21,F,D,0.0,0.0,4.0,0,1,4,4,U,5,2,1,1,1,1,5,4,83,43.0,96.0,90.0
21,F,H,1.0,1.0,8.0,1,0,3,5,R,2,1,1,0,2,1,4,5,85,88.0,79.0,97.0
20,M,H,1.0,1.0,5.0,0,1,5,4,U,4,5,1,0,4,0,6,5,74,84.0,83.0,94.0
19,M,D,1.0,1.0,3.0,1,0,3,4,R,4,2,1,0,0,0,6,5,87,88.0,66.0,95.0
25,M,D,0.0,0.0,4.0,1,0,2,3,U,2,4,1,0,1,0,4,2,88,91.0,77.0,87.0
21,F,H,1.0,1.0,2.0,0,0,5,2,R,3,4,1,0,4,0,5,3,84.52,80.41,78.82,85.96
22,F,H,0.0,1.0,5.0,1,1,5,2,U,1,5,0,1,0,1,2,5,87,67.0,78.0,99.0
26,M,H,1.0,1.0,6.0,1,1,2,3,R,4,1,1,0,1,0,4,4,68,72.0,68.0,99.0
19,M,D,0.0,1.0,5.0,0,1,3,5,U,5,4,1,1,0,0,5,5,89,92.0,88.0,90.0
20,F,D,1.0,1.0,2.0,0,1,4,5,U,2,5,1,0,0,0,5,5,68,56.0,84.0,54.0
22,M,D,0.0,1.0,1.0,0,0,3,4,U,4,3,1,0,1,0,4,5,60,60.0,60.0,60.0
20,F,H,1.0,1.0,2.0,1,0,3,5,R,1,1,0,0,1,0,5,5,79,81.0,80.0,70.0
21,F,H,1.0,1.0,7.0,0,1,1,3,U,0,5,1,1,0,1,6,5,98,65.0,96.0,93.0
19,M,D,0.0,1.0,3.0,0,1,4,5,R,5,5,1,1,0,0,4,5,90,91.0,93.0,91.0
21,M,H,0.0,1.0,2.0,1,1,3,5,U,3,5,0,1,0,0,4,5,95,78.0,56.0,95.0
20,F,H,0.0,1.0,7.0,0,1,5,5,U,3,3,0,0,1,0,4,5,80,76.0,77.0,79.0
20,M,D,1.0,1.0,3.0,0,1,3,5,R,1,1,0,0,1,1,4,5,87,77.0,87.0,77.0
20,M,D,0.0,1.0,9.0,0,0,5,5,R,4,4,1,1,1,0,3,5,75,78.0,70.0,66.0
18,M,H,3.0,0.0,4.0,0,4,3,3,U,2,2,1,1,0,1,3,5,86,81.0,98.0,94.0
22,F,H,0.0,0.0,8.0,1,1,5,3,R,1,3,0,0,2,0,5,5,51,74.0,55.0,70.0
20,M,D,0.0,1.0,1.0,1,1,4,5,U,4,2,1,0,0,0,9,2,62,67.0,53.0,67.0
20,M,D,0.0,1.0,8.0,1,1,3,5,U,1,1,1,1,1,0,4,4,79,70.0,77.0,76.0
22,F,D,1.0,1.0,3.0,0,1,2,4,U,5,5,1,0,0,1,4,2,72,79.0,69.0,80.0
20,F,D,1.0,1.0,8.0,1,1,3,5,U,2,2,1,0,1,0,4,5,97,90.0,99.0,95.0
23,F,D,0.0,1.0,8.0,1,0,5,4,R,5,1,1,0,1,1,4,5,89,90.0,89.0,98.0
15,M,D,1.0,1.0,2.0,0,1,3,4,U,2,2,1,0,3,1,3,5,70,73.0,97.0,81.0
22,F,H,1.0,1.0,2.0,1,0,4,5,U,4,4,1,0,0,1,4,5,85,88.0,76.0,91.0
19,M,H,0.0,1.0,4.0,1,1,2,1,U,5,4,1,0,0,0,4,5,88,92.0,89.0,90.0
16,F,D,1.0,1.0,3.0,0,0,3,4,U,3,3,1,1,1,0,5,4,78,86.0,90.0,89.0
20,F,H,0.0,1.0,5.0,1,0,5,5,U,1,5,0,0,0,0,4,5,69,90.0,95.0,87.0
19,F,D,1.0,1.0,9.0,0,0,2,3,U,1,4,1,0,3,1,1,2,71,71.0,92.0,84.0
19,M,H,0.0,1.0,3.0,0,1,5,4,U,5,3,1,1,0,0,4,5,88,88.0,88.0,87.0
35,F,D,1.0,0.0,8.0,1,1,3,3,R,5,5,0,0,0,1,14,3,86,84.0,71.0,80.0
18,F,D,0.0,1.0,1.0,0,1,1,4,U,3,5,1,0,4,0,3,4,87,73.0,65.0,72.0
23,F,D,0.0,1.0,8.0,1,1,3,4,R,3,1,1,0,2,1,3,1,66,72.0,84.0,75.0
24,F,D,1.0,1.0,8.0,1,1,5,4,U,2,1,1,0,2,1,5,4,71,68.0,66.0,95.0
21,F,D,0.0,0.0,3.0,1,1,5,1,R,5,5,1,1,1,0,6,1,89,92.0,78.0,85.0
21,F,D,0.0,1.0,2.0,1,1,3,3,U,5,3,0,1,1,0,5,5,77,77.0,75.0,82.0
22,M,H,1.0,1.0,1.0,1,1,1,2,U,5,2,1,0,3,0,3,4,83.9,80.36,83.9,84.53
20,F,H,0.0,1.0,1.0,1,1,2,4,R,3,1,0,0,1,0,4,5,75,80.0,72.0,75.0
16,F,D,0.0,1.0,1.0,0,0,4,2,U,4,4,1,1,1,0,4,4,72,71.0,69.0,76.0
23,F,H,1.0,1.0,3.0,0,1,3,2,U,3,2,1,1,0,1,3,2,86,89.0,77.0,89.0
21,M,H,1.0,1.0,8.0,0,0,5,5,R,5,4,1,1,0,0,5,2,85,83.0,89.0,83.0
18,F,D,0.0,1.0,1.0,0,1,1,2,U,3,4,1,1,0,0,5,4,54,70.0,86.0,77.0
20,M,D,0.0,1.0,4.0,0,0,3,5,R,5,2,1,1,0,0,5,4,49,91.0,64.0,90.0
21,M,D,0.0,0.0,0.0,0,1,4,1,U,4,4,1,0,4,0,4,5,0,0.0,0.0,0.0
18,M,D,1.0,1.0,1.0,0,1,2,3,U,3,4,1,0,3,0,4,5,88,87.0,85.0,85.0
19,F,H,0.0,1.0,8.0,1,1,2,3,R,5,4,1,0,0,0,3,5,78,75.0,77.0,76.0
21,M,D,0.0,1.0,2.0,0,0,4,4,U,2,3,1,0,0,0,4,5,82,80.0,80.0,80.0
23,F,H,1.0,1.0,3.0,0,1,3,2,U,3,2,1,1,0,1,3,2,86,89.0,77.0,92.0
28,F,D,0.0,1.0,7.0,1,0,1,4,R,1,2,1,0,1,0,5,2,79,66.0,61.0,66.0
F,15,D,0.0,1.0,3.0,1,1,5,1,R,4,2,1,1,3,1,4,5,78,89.0,82.0,80.0
21,M,H,0.0,1.0,5.0,0,1,3,5,R,3,2,1,0,0,1,5,5,81,71.0,71.0,73.0
16,F,D,0.0,1.0,4.0,1,0,4,5,U,3,1,1,1,1,1,6,4,79,33.0,95.0,86.0
17,F,H,0.0,1.0,2.0,0,1,2,2,U,3,4,0,0,0,0,4,4,70,73.0,89.0,87.0
20,M,D,0.0,1.0,0.0,0,1,4,4,U,5,5,1,1,0,0,4,5,80,80.0,80.0,76.0
17,F,D,0.0,1.0,1.0,0,0,4,5,U,2,2,1,0,3,1,3,3,53,76.0,100.0,72.0
14,M,D,0.0,0.0,7.0,0,1,4,2,U,0,1,1,1,0,0,6,2,95,72.0,84.0,76.0
20,M,H,1.0,2.0,5.0,0,0,3,4,U,3,3,1,1,0,1,5,5,85,83.0,95.0,88.0
27,F,D,0.0,1.0,4.0,1,1,4,5,R,5,1,1,0,3,1,3,5,87,91.0,86.0,95.0
23,F,D,0.0,1.0,3.0,1,0,1,5,R,4,3,0,1,1,1,3,1,74,58.0,45.0,83.0
18,M,H,1.0,0.0,14.0,0,0,1,4,R,5,4,1,1,2,1,5,3,64,51.0,67.0,61.0
19,F,H,0.0,0.0,7.0,0,0,1,3,R,5,2,1,1,3,1,3,2,70.46,68.16,66.14,71.01
21,M,D,3.0,3.0,4.0,0,3,4,5,U,3,3,1,0,0,1,3,3,89,87.0,88.0,85.0
22,F,D,0.0,1.0,9.0,1,1,1,5,R,4,3,0,1,2,1,3,2,65,54.0,62.0,74.0
18,M,D,1.0,1.0,4.0,2,3,5,4,U,4,2,1,1,0,1,4,3,84,96.0,96.0,93.0
24,M,D,0.0,1.0,9.0,1,1,4,5,R,4,3,1,1,4,1,4,3,79,82.0,75.0,96.0
21,F,D,0.0,1.0,2.0,0,1,2,5,U,1,1,1,0,0,0,5,5,82,71.1,80.2,81.1
15,M,D,0.0,1.0,4.0,0,1,5,5,U,2,2,1,0,2,1,4,5,87,100.0,91.0,89.0
23,M,H,0.0,1.0,3.0,0,1,4,3,U,3,2,1,1,2,1,4,5,78,74.0,75.0,76.0
24,M,D,0.0,0.0,5.0,1,0,4,4,R,4,4,1,0,1,1,4,4,89,92.0,79.0,87.0
23,M,H,0.0,0.0,2.0,0,0,1,5,R,3,5,0,1,0,0,7,4,78,81.0,65.0,98.0
19,F,H,0.0,1.0,6.0,1,1,2,5,R,3,2,1,1,1,0,3,4,72,77.0,71.0,99.0
21,M,D,1.0,1.0,6.0,1,1,4,4,U,4,4,0,1,2,1,5,4,88,92.0,76.0,81.0
21,M,H,1.0,1.0,3.0,1,1,4,4,U,4,4,1,1,1,0,4,4,75,75.0,75.0,76.0
23,F,D,0.0,1.0,2.0,0,1,3,3,U,3,4,1,1,2,0,8,3,60,69.0,52.0,75.0
15,M,D,0.0,1.0,3.0,0,0,5,3,U,2,2,1,1,1,0,4,4,89,92.0,81.0,93.0
22,F,H,0.0,1.0,5.0,0,1,4,4,U,4,4,1,0,1,0,3,3,91,87.0,75.0,80.0
20,F,D,0.0,1.0,2.0,0,0,3,3,U,4,3,1,1,1,0,3,3,87,80.0,65.0,55.0
21,F,D,1.0,1.0,3.0,0,1,2,4,U,4,3,1,0,1,0,5,4,7.2,7.5,7.8,8.1
24,F,D,1.0,1.0,10.0,0,0,1,1,U,5,3,1,1,2,0,5,5,81,94.0,81.0,85.0
20,F,D,0.0,1.0,1.0,0,1,4,3,U,3,4,0,0,0,0,3,3,86,90.0,82.0,70.0
16,M,D,1.0,1.0,2.0,0,1,3,5,U,4,3,1,1,1,0,2,5,86,84.0,87.0,85.0
22,M,D,3.0,3.0,3.0,1,0,4,3,U,3,4,1,0,0,2,5,4,86,85.0,98.0,93.0
24,M,D,1.0,1.0,5.0,1,0,5,4,R,5,3,1,1,2,1,4,4,79,82.0,75.0,91.0
23,F,D,0.0,0.0,3.0,0,1,4,3,R,4,2,0,1,0,1,4,4,92,98.0,77.0,96.0
22,M,H,0.0,1.0,6.0,1,1,2,5,U,5,2,1,0,0,1,3,2,64,62.0,67.0,66.0
21,M,D,0.0,1.0,2.0,0,0,4,4,U,1,2,1,0,1,0,4,5,82,80.0,80.0,80.0
22,F,H,1.0,1.0,2.0,1,0,3,3,U,4,3,1,0,1,1,3,3,86,89.0,77.0,87.0
24,M,D,0.0,0.0,5.0,1,1,5,4,R,5,4,1,1,0,0,4,4,85,88.0,82.0,88.0
21,F,D,0.0,1.0,2.0,1,0,3,3,R,4,4,1,1,0,0,5,5,86,84.0,83.0,80.0
24,F,H,1.0,0.0,7.0,0,0,4,2,U,2,1,1,1,1,1,15,4,77,71.0,88.0,78.0
25,M,D,0.0,0.0,4.0,1,0,2,3,R,2,4,1,0,1,0,4,2,88,91.0,77.0,84.0
19,M,H,0.0,1.0,3.0,0,0,4,4,U,5,5,1,0,0,0,4,5,94,93.0,90.0,92.0
20,M,H,1.0,0.0,9.0,1,0,2,3,U,2,1,1,0,1,0,14,4,90,75.0,76.0,80.0
22,F,D,0.0,1.0,6.0,0,0,5,4,U,5,2,1,1,3,0,4,2,55.55,52.76,51.38,57.36
19,F,D,0.0,1.0,3.0,1,1,5,2,U,3,5,0,0,0,1,5,5,56,45.0,87.0,97.0
20,F,D,0.0,0.0,5.0,0,1,3,5,R,2,4,1,1,1,0,9,3,88,55.0,71.0,74.0
M,15,H,0.0,1.0,2.0,0,1,3,5,U,4,3,0,1,2,0,5,4,87,91.0,89.0,90.0
20,M,H,1.0,1.0,2.0,0,1,3,2,R,2,2,1,0,0,0,4,4,65,87.0,88.0,92.0
19,M,D,1.0,1.0,1.0,1,0,3,5,U,1,1,1,0,4,1,3,4,44,94.0,84.0,80.0
19,F,D,0.0,2.0,6.0,0,1,5,4,U,4,3,1,0,0,1,3,5,86,91.0,93.0,90.0
21,M,D,0.0,0.0,4.0,1,1,4,4,R,4,4,1,0,1,1,4,4,86,89.0,80.0,89.0
18,M,H,0.0,1.0,8.0,0,1,3,4,R,3,1,0,0,1,0,5,5,89,95.0,80.0,78.0
